Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
2026-06-17T18:57:36.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"On XX/XX/year>, I purchased a XXXX XXXX XXXX XXXX  from an XXXX  merchant for {$570.00} USD, utilizing XXXX  "" XXXX  in XXXX '' installment service ( Transaction ID : XXXX ). The device arrived with a hardware defect ( the primary camera shutter button does not function ). I have since fully paid off the "" XXXX in XXXX '' installment plan, meaning I am out of pocket for the full amount. 

I opened a "" Significantly Not as Described '' dispute with PayPal ( Case ID : XXXX ). The merchant authorized a return but provided a standard XXXX domestic shipping label. However, the XXXX XXXX XXXX XXXX contains a high-density XXXX ( XXXX XXXX ) lithium-ion XXXX. 

Under XXXX Federal Law ( XXXX CFR XXXX ) and international aviation regulations, this device is a Fully Regulated Class XXXX Hazardous Material ( XXXX ) because its battery capacity exceeds the XXXX XXXX threshold. Furthermore, because this device has been formally declared as having a hardware defect, both XXXX Publication XXXX ( Section XXXX ) and XXXX CFR XXXX ( f ) strictly prohibit the mailing of damaged or defective lithium batteries in all domestic and international mail, via both air and ground transport. 

To legally ship this defective, XXXX XXXX device back to the merchant, I would be required to hold a commercial Dangerous Goods shipping contract, utilize specialized Class XXXX outer packaging, and possess a XXXX shipping certification, none of which I possess. Tendering this undeclared, defective, over-capacity battery to a standard XXXX is a direct violation of the Hazardous Materials Regulations ( XXXX CFR ) and constitutes a federal crime. 

Between XX/XX/XXXX and XX/XX/year>, I provided PayPal with extensive evidence of this legal impossibility, including : Manufacturer specifications proving the battery is XXXX XXXX. 
The official XXXX regulations prohibiting the shipment. 
A transcript from XXXX support confirming they will not accept it. 
XXXX and XXXX policies barring the shipment of XXXX XXXX batteries by uncertified individuals. 

Despite this exhaustive proof, PayPal closed the case in the seller 's favor on XX/XX/year>, stating I "" didn't provide the requested documents '' ( referring to a return tracking number ). By doing so, PayPal is protecting a merchant who engaged in illegal activity. The merchant originally shipped this device to me undeclared to bypass mandatory XXXX DOT/PHMSA and XXXX regulations for Class XXXX Hazardous Materials. 

Under the Dodd-Frank Act, PayPal is engaging in an Unfair, Deceptive, or Abusive Act or Practice ( UDAAP ). An act is "" unfair '' if it causes substantial injury that can not be reasonably avoided by the consumer. PayPal 's automated dispute resolution process has caused a direct {$570.00} financial injury that I can not reasonably avoid, as avoiding it would require me to commit a federal crime by shipping undeclared hazardous materials. PayPal is turning a XXXX eye to illegal merchant activity and penalizing the consumer for refusing to break the law.",None,"Paypal Holdings, Inc",ID,83835,None,Web,2026-06-17T19:40:56.000Z,Closed with monetary relief,Yes,23310186
2026-06-06T16:34:41.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,I used my chime account to buy from a XXXX XXXX store that was advertised on XXXX XXXX XXXX. When I tried to make a regular debit card payment the app would only let me use the pay anyone transfer because it was to another chime account. I contacted chimes customer service they told me that they did not refund or assist with fraud or issues when it was involving transfers. They alos informed me that they have had several complaints coneccted to this accout holder.,None,Chime Financial Inc,KY,412XX,Older American,Web,2026-06-06T17:04:44.000Z,Closed with explanation,Yes,22963560
2026-06-06T19:14:43.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,"I have an XXXX Credit card from Chase. Then I decided to open a personal and business account with chase. When i went to the chase branch they told me that i already opened couple accounts already when I never did. They also said that i had an outstanding balance of {$90.00} from a checking account that was open back in XXXX. I never opened any other chase accounts other than my XXXX chase credit card. The address they had on file for those accounts was different so I've never noticed or got any mail regarding those accounts. I always check my credit score and never saw any negative or fraudulent impact on my credit score, so i never suspected that this happened back in XXXX. I'm now black listed to open a Chase checking account, I even paid the the {$90.00} balance left from the account that was fraudulently open so i can open a chase checking account. I also have a construction company and wanted to open a business account as well. I don't understand how I'm a victim of identify theft pay off the outstanding balance that they left and still be punished and blacklisted.",None,JPMORGAN CHASE & CO.,MA,01757,None,Web,2026-06-06T19:29:30.000Z,Closed with explanation,Yes,22965177
2026-06-17T22:30:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I am writing regarding my appealed dispute involving a {$10000.00} Pay a Friend transfer with sofi bank.

The transfer was sent to my mothers phone number, which I verified was entered correctly. My mother did not receive, claim, or otherwise access these funds. Despite this, I was informed that the funds were successfully claimed and my initial dispute was denied.

Given the amount involved and the fact that the intended recipient never received the funds, I requested a detailed review of this matter. Specifically, clarification regarding : The date and time the funds were claimed.

The method used to verify the claimants identity.

Whether the claimants information matched the intended recipient.

Whether the phone number was already associated with an account at the time of the transfer.

The evidence relied upon in denying my dispute.

I respectfully dispute the conclusion that the funds were properly received by the intended recipient. My mother did not claim the payment, and I am requesting a thorough investigation and a written explanation of the findings supporting the denial as well as refunding my {$10000.00} as soon as possible. This money was to fund my moms move across the country. She is elderly and living on social security. We dont have {$10000.00} to throw away.

Thank you for your attention to this matter.",None,"SOFI TECHNOLOGIES, INC.",OR,97007,None,Web,2026-06-17T22:40:19.000Z,Closed with explanation,Yes,23318188
2026-06-18T03:14:15.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"Re : Escalation of Previous CFPB Complaint No. XXXX Willful Misrepresentation of Evidence by PayPal I am filing this new, escalated complaint because PayPals Global Customer Complaints & Advocacy team submitted a demonstrably false, bad-faith response to close my previous complaint. For 5 months, I have been fighting to recover {$20000.00} in unauthorized transactions that occurred while my phone was stolen and I was medically incapacitated and hospitalized in XXXX, Georgia. 

In their official CFPB response on XX/XX/year>, PayPal representative XXXX XXXX materially misrepresented their own internal audio records to justify denying my claim. He claimed that during a recorded call, a PayPal Supervisor merely explained policy and stated "" a refund was guaranteed if the claim was granted. '' This is a complete fabrication submitted to a federal agency. 

I legally obtained the audio recording of this call ( XXXX ) via a XXXX XXXX XXXX. In it, PayPal Supervisor Love explicitly states her investigation was already concluded and made a definitive administrative ruling of fraud. Verbatim quotes from the audio include : The Admission : "" I already checked. This transaction, this dispute case that you filed, which is this unauthorized charge... I know there is actually an unauthorized charges made to your PayPal account. '' The Guarantee : "" We will actually guarantee. You will get your refund... Correct. Don't worry for that one, okay? '' Despite their own Supervising Authority confirming the fraud on a recorded line, PayPal continues to rely entirely on automated "" access patterns '' and "" device identifiers '' to deny my claim.

A compromised device identifier does not override physical reality. PayPal 's automated fraud filters are deliberately suppressing certified hard evidence, which I am attaching to this complaint : XXXX. Medical Incapacitation : A certified physicians statement from XXXX XXXX XXXX and a XX/XX/year> medical bill proving XXXX XXXX XXXX XXXX XXXX XXXX during the exact timeframe these transactions occurred. I physically did not have access to my account. 

2. Geographic Impossibility : XXXX XXXX flight logs proving I was not in the location where the geolocation data shows these transactions originated. 

3. Financial Institution Certification : A secured communication from XXXX XXXX  formally certifying that the funding sources utilized for these specific transactions were unauthorized and out of my control.

4. PayPal 's Own Admission : A XX/XX/XXXX confirmation from PayPal ruling that the card used for the transactions was unauthorized.

Regulatory Violations : PayPal is in direct violation of the Electronic Fund Transfer Act ( EFTA / Regulation E ) and their own User Agreement ( Section 13.1 and 13.3 ) by refusing to honor the administrative fraud determination made by their supervisor, and by failing to provide provisional credit within the mandatory 10-day window. 

Furthermore, XXXX ( PayPal 's sister company ) reviewed this exact same evidentiary portfolio for the same time period and successfully restored the funds taken from their platform, highlighting the broken and punitive nature of PayPal 's review process.",None,"Paypal Holdings, Inc",MN,55112,None,Web,2026-06-18T03:44:02.000Z,Closed with explanation,Yes,23326917
2026-06-06T22:48:23.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"On XX/XX/year>, I received a phone call from a number that appeared as XXXX XXXX XXXX XXXX on my phone. The caller identified themselves as a representative of XXXX XXXX and advised me that there was suspicious activity associated with my account. Because the phone number appeared legitimate and the caller sounded knowledgeable about banking procedures, I believed I was speaking with an actual XXXX XXXX employee. The caller instructed me to take specific actions to secure my account and prevent unauthorized access to my funds. Following these instructions and believing I was protecting my account, I completed a series of steps through Cash App that ultimately resulted in funds being transferred from my account. 

As a direct result of the instructions provided by the caller, a total of {$1000.00} was withdrawn from my account. This amount consisted of a {$990.00} instant transfer and a {$19.00} transfer fee. At the time, I believed these actions were necessary to safeguard my funds and comply with instructions from my financial institution. It was only after the transaction was completed that I realized I had been deceived by an individual impersonating XXXX XXXX XXXX XXXX. Once I understood that I had been the victim of a scam, I immediately took action by contacting both XXXX XXXX XXXX XXXX and Cash App to report the incident and initiate fraud claims. I also preserved evidence related to the scam, including screenshots of my call logs, transaction records, notes taken during the interaction, and other relevant documentation. 

On XX/XX/year>, I followed up with Cash App regarding my fraud claim and spoke with a representative named XXXX. During this interaction, I attempted to explain the circumstances surrounding the scam, including the fact that I had been manipulated by an individual impersonating my bank and that the transaction was completed under false pretenses. I was seeking assistance, clarification regarding the investigation process, and a fair review of my claim. However, I felt that my concerns were not adequately addressed. The interaction left me feeling dismissed, and my claim was subsequently denied despite the evidence indicating that I had been the victim of a sophisticated bank impersonation scam. Given the circumstances, I believe the denial did not fully take into account the nature of the fraud, the deceptive tactics used against me, or the prompt actions I took to report the incident. 

I respectfully request a thorough review and reconsideration of my case. I acted in good faith based on information provided by someone I reasonably believed to be a representative of my financial institution. I reported the incident promptly, cooperated with both XXXX XXXX and Cash App, and preserved all available evidence. The phone records, transaction details, screenshots, and timeline of events support my account of what occurred. I am asking that the facts of this case be carefully reviewed and that appropriate consideration be given to the unique circumstances surrounding this bank impersonation scam and the financial loss I suffered as a result.",None,"Block, Inc.",VA,23601,None,Web,2026-06-06T23:20:39.000Z,Closed with explanation,Yes,22967228
2026-06-16T04:35:45.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",WA,98801,None,Web,2026-06-16T04:56:33.000Z,Closed with monetary relief,Yes,23243846
2026-06-07T13:32:33.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NJ,07302,None,Web,2026-06-07T14:32:23.000Z,Closed with explanation,Yes,22973128
2026-06-16T11:52:08.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,Resurgent Capital Services L.P.,CT,06512,None,Web,2026-06-16T11:56:10.000Z,Closed with explanation,Yes,23250645
2026-06-07T18:59:37.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,"Block, Inc.",SC,29720,None,Web,2026-06-07T19:08:59.000Z,Closed with explanation,Yes,22975213
2026-06-08T11:53:03.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Block, Inc.",GA,30041,None,Web,2026-06-08T12:09:06.000Z,Closed with explanation,Yes,22984104
2026-06-08T13:40:38.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,Chime Financial Inc,OH,44112,Older American,Phone,2026-06-08T14:00:20.000Z,Closed with explanation,Yes,22986219
2026-06-16T21:00:32.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,"HUNTINGTON NATIONAL BANK, THE",IL,60651,None,Web,2026-06-16T21:11:11.000Z,Closed with explanation,Yes,23272492
2026-06-16T20:18:03.000Z,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,None,,None,Meta Payments Inc.,WY,82801,None,Web,2026-06-30T16:29:56.000Z,Closed with explanation,Yes,23270931
2026-06-08T21:33:28.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Paypal Holdings, Inc",MD,20783,None,Phone,2026-06-08T23:30:03.000Z,Closed with explanation,Yes,23006648
2026-06-09T19:05:33.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I am filing a formal complaint against Cash App ( Block , Inc. ) for a gross violation of Federal Regulation E ( Electronic Fund Transfers Act ) and for failing to conduct a reasonable, good-faith investigation into blatant, unauthorized third-party activity on my account. 

1. TIMELINE OF UNAUTHORIZED TRANSACTIONS On XXXX XXXX XXXX, my Cash App account was heavily compromised. Within a tight 4-hour window, an automated system or fraudulent entity processed a total of 6 serial transactions under the merchant name "" XXXX. '' The exact breakdown of these fraudulent charges is as follows : - Transaction 1 : {$14.00} at XXXX XXXX XXXX Transaction 2 : {$9.00} at XXXXXXXX XXXX  - Transaction 3 : {$9.00} at XXXXXXXX XXXX - Transaction 4 : {$9.00} at XXXXXXXX XXXX  - Transaction 5 : {$9.00} at XXXXXXXX XXXX - Transaction 6 : {$9.00} at XXXXXXXX XXXX  Total Amount Defrauded : {$64.00} 2. PROOF OF UNAUTHORIZED NATURE These transactions occurred sequentially during the dawn hours while I was completely asleep. I have never heard of "" XXXX, '' I have never accessed their platform, nor have I ever played any games or authorized any token linkages associated with them. The repetitive, systematic billing of identical or similar amounts ( {$14.00} followed by five {$9.00} charges ) at regular intervals perfectly mirrors an automated credential stuffing or token exploitation attack by a malicious bot. It does not reflect human user behavior. 

3. CASH APP 'S IMPROPER DISPUTE HANDLING AND MISCONDUCT When I discovered the fraud, I immediately initiated a formal dispute through Cash App. Their dispute team closed the case almost instantly and issued a generic denial, falsely claiming that the transactions were "" initiated by a device in my possession. '' To appeal this absurd decision, I contacted Cash App live chat support and connected with an agent named XXXX. I provided concrete visual timeline evidence and screenshots proving that the activity was automated fraud. Upon reviewing my evidence, the agent XXXX explicitly stated, "" Those screenshots ARE new evidence, and I'm not dismissing them. '' XXXX further admitted on the record that this rapid, repetitive dawn billing pattern was a massive "" red flag for token exploitation or bot activity, not typical user behavior. '' XXXX then promised that because of this concrete new evidence, the case would be formally escalated to a Level 2 Fraud Supervisor for a thorough re-investigation. 

However, immediately after admitting guilt on behalf of the company 's pattern detection and making these definitive statements, Cash App 's support forcefully disconnected and closed the chat session to stop me from securing further records. Following this, they ignored the "" red flags '' their own live agent confirmed, and maintained their final denial without conducting the promised escalation or proper investigation. 

4. REMEDY REQUESTED Cash App is in direct violation of Regulation E by shifting the burden of automated merchant-side token exploitation onto the consumer and falsifying the integrity of their investigation process. I demand that the CFPB compel Cash App ( Block, Inc. ) to properly review the chat logs from agent XXXX, honor the consumer protections mandated by federal law, reverse all 6 fraudulent charges, and issue a full refund of {$64.00} to my account immediately.",None,"Block, Inc.",CA,90015,None,Web,2026-06-09T19:46:52.000Z,Closed with explanation,Yes,23042425
2026-06-16T22:43:30.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",CT,06708,None,Web,2026-06-16T23:25:20.000Z,Closed with explanation,Yes,23277049
2026-06-08T20:42:07.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",OR,97527,None,Phone,2026-06-08T21:10:40.000Z,Closed with explanation,Yes,23004685
2026-06-18T14:15:13.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"PayPal completed a merchant payment after my bank declined the charge of {$77.00} multiple times due to insufficient funds. I did not authorize any subscription or billing agreement with XXXX. PayPal created a negative balance even though the funding source rejected the transaction several times. PayPal refused to escalate the issue and only reopened the original dispute with the merchant, which does not address the forced-post transaction. I tried to go though PayPal. They would only consider this as a merchant dispute, not a error on their side This is an unauthorized billing agreement and a Regulation E violation. 

Dates and Times of Rejection XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX This is confirmed by XXXX XXXX",None,"Paypal Holdings, Inc",OH,431XX,None,Web,2026-06-18T14:54:58.000Z,Closed with explanation,Yes,23339550
2026-06-17T00:42:50.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,TransferWise Ltd,MA,01604,None,Web,2026-06-17T01:50:12.000Z,Closed with explanation,Yes,23282271
2026-06-18T17:08:35.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"I am filing this complaint because Comerica Bank wrongfully denied my fraud claim, failed to follow Regulation XXXX, and caused direct financial harm to my business I reported XXXX unauthorized withdrawals totaling {$60000.00} from my Comerica business account. I tried to report the fraud on XX/XX/XXXX, but the bank refused to take my report. because they do not take fraud cases over the weekend. I was told that I will need to wait until Monday, XX/XX/XXXX to report the claim. This is my legal notification date under Regulation XXXX. 
Comerica delayed the XXXX, I ask them could I go to the BC to sign. They did not begin the investigation within XXXX business days and never issued provisional credit. On XX/XX/XXXX, they denied my claim with incorrect information. The denial letter ; Misclassified the transactions Invented a {$17000.00} ACH transaction that does not exist Falsely stated I received credit on XX/XX/XXXX Told me to contact the merchant ( which is not allowed under Regulation XXXX ) Provided no merchant ID, no trace, and no evidence of investigation Comerica XXXX admitted no investigation activity occurred after XX/XX/XXXX and she will escalate to a Team Lead. Because of this, I was forced to send business closure notices because I could not meet financial obligations. 
I am requesting CFPB assistance to require Comerica to : Reopen the investigation XXXX provisional credit Provide documentation Withdraw the denial",None,Comerica,TX,77015,None,Web,2026-06-18T18:09:37.000Z,Closed with explanation,Yes,23348387
2026-06-18T18:51:52.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"After checking my bank checking account I noticed a large sum of money missing from my account. When I reviewed the transactions I notice money taken from my cashapp balance and after that was depleted the thieves continued to take money from my checking account that was attached to my cashapp account. The XXXX person whose cash app name was XXXX stole {$350.00} from my cashapp account and attempted to steal over {$1300.00} more unsuccessfully. This happened on XX/XX/XXXX. 2026. The XXXX person whose cashapp name is XXXX XXXX  stole {$1800.00} from XXXX different transactions on XX/XX/XXXX. 2026. I reported this to cashapp XXXX and the next day. I reported this to my bank and filed a police report. My bank reviewed the issue and weeks later gave me a temporary reimbursement. During this time I was in contact with cashapp customer service at least twice a week checking on the status of my claim. I was consistently blew off by the representatives and assured they would contact me. XXXX they said XXXX business days. Then after that expired 30 days. After that expired they said 45 days. Its now been over 2 months and I received an email saying they closed my case because they didn't hear from me and I need to resend all the info I previously did.. My bank has took back the initial reimbursement saying it is a merchant ( cashapp ) issue and its not their problem. XXXX police dept detective XXXX has sent all information regarding the case to cashapp fraud department and has been waiting on a response to no avail. Thats been over a month ago. The total funds stolen was {$2100.00} dollars. This was my original complaint. Cash App has since credited my account {$270.00} which they admitted was fraudulent. They however did not credit the other XXXX transactions that totaled {$1500.00}. Their reasoning was my bank ( XXXX XXXX XXXX XXXX ) already reimbursed me those funds. That is NOT TRUE. XXXX gave ma a provisional credit for those transactions on XX/XX/year> but on XXXX / XX/XX/year> had a descriptive withdrawal PROVISIONAL CREDIT REVERSAL for XXXX of transactions. {$370.00}, {$380.00}, {$390.00}, and {$390.00} which totals {$1500.00}. I am seeking reimbursement for the full amount of money stolen from my account not just {$270.00}. I attached bank statements and other documents to validate my claim",None,"Block, Inc.",AL,35601,Servicemember,Web,2026-06-18T19:10:33.000Z,Closed with explanation,Yes,23351133
2026-06-17T05:13:42.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,"Early Warning Services, LLC",TN,38501,None,Web,2026-06-17T05:16:05.000Z,Closed with explanation,Yes,23287621
2026-06-17T11:17:40.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",NY,10029,None,Web,2026-06-17T11:26:38.000Z,Closed with explanation,Yes,23293076
2026-06-09T04:56:13.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",GA,30349,None,Web,2026-06-09T05:08:40.000Z,Closed with explanation,Yes,23018318
2026-06-17T18:02:36.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",TX,77493,None,Web,2026-06-17T18:10:19.000Z,Closed with explanation,Yes,23306567
2026-06-17T17:27:54.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",NY,11422,None,Web,2026-06-17T17:36:16.000Z,Closed with explanation,Yes,23305299
2026-06-17T18:42:20.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"CULLEN/FROST BANKERS, INC.",TX,77024,Older American,Web,2026-06-17T18:53:16.000Z,Closed with explanation,Yes,23308306
2026-06-01T13:56:57.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",MA,01890,None,Web,2026-06-01T14:12:04.000Z,Closed with explanation,Yes,22763113
2026-06-01T13:56:40.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"XXXXCash app deactivated my account for violating our terms or services. I have no idea what they are talking about I only send money and receive money I'm concerned because I know I have not did anything fraudulent with my cash app card and they won't tell me what I have did which I have not did anything and this is a big problem for me because if they can deactivate my account and I have no idea why and I don't want anything on my name that's fraudulent that's why I'm so concerned I've been trying to get this straightened out with cash out for over a month and they keep telling me give us XXXX days to investigate this I have called XXXX times. They have gave me references number on XXXX XXXX XXXX XXXX and also an appeal number XXXX XXXX  they gave me this number today on XXXX XXXX XXXX I have called these people three times and every time they gave me nothing.""",None,"Block, Inc.",TN,38111,None,Web,2026-06-01T14:30:35.000Z,Closed with explanation,Yes,22763701
2026-06-01T17:05:26.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,I received a notice in the mail stating wells Fargo was closing 3 accounts that were in my name bc they suspected fraud. I have never opened a wells Fargo account. The state I live in doesn't even have a wells Fargo branch. I XXXX  XXXX  XXXX about 3 years ago and bc of their lack of protection of drivers information it has caused major issues. I never expected a bank to be guliable enough to allow even one fake account to be opened but they allowed 3.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,KY,400XX,None,Web,2026-06-01T17:17:59.000Z,Closed with non-monetary relief,Yes,22770666
2026-06-09T20:49:03.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Early Warning Services, LLC",CA,92374,None,Postal mail,2026-06-09T21:06:24.000Z,Closed with explanation,Yes,23046362
2026-06-01T18:09:19.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,44310,None,Web,2026-06-01T18:27:13.000Z,Closed with explanation,Yes,22773543
2026-06-09T21:29:15.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",CA,91615,None,Web,2026-06-09T21:33:42.000Z,Closed with explanation,Yes,23047639
2026-06-09T21:40:11.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,MO,64057,None,Phone,2026-06-09T22:08:10.000Z,Closed with explanation,Yes,23048920
2026-06-18T03:39:20.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32180,Older American,Web,2026-06-18T04:01:30.000Z,Closed with explanation,Yes,23327327
2026-06-01T21:44:26.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",TX,77018,None,Web,2026-06-01T22:03:01.000Z,Closed with monetary relief,Yes,22783502
2026-06-01T23:00:46.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I am writing to complain about Zelle. On XX/XX/year>, I accidentally zelled {$500.00} to a wrong recipient under XXXX and his name is XXXX XXXX, he texted me how he return the money to me. Immediately realizing the mistake, I called him and he did answer the phone and acknowledged that he did receive the money by mistake. I called XXXX XXXX to report this mistake and my dispute was denied and I was told that it is Zelle 's responsibility to investigate this transaction. Zelle doesn't have provide any guidance or remedy to resolve this...",None,"Early Warning Services, LLC",CA,94133,None,Web,2026-06-01T23:25:02.000Z,Closed with explanation,Yes,22786698
2026-06-02T00:30:08.000Z,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,None,"Money taken, never delivered avoid this service I used Abound to transfer money to XXXX and it has been an awful experience. They debited my US account three weeks ago and promised the funds would reach the XXXX account within 5 days. It is now three weeks later and nothing has been credited.

Every time I check the status, it just says the transfer will complete in the next few days and it has shown that same message for two weeks straight. Nothing changes. 

Customer service has been completely unresponsive. I have sent multiple emails and received no reply. 

At this point they have taken my money and failed to deliver it as promised, with XXXX communication. I would strongly warn anyone against using this service for international transfers. 

If this happened to you, heres what actually helps : 1. Dispute the charge with your bank. They debited your account and didnt deliver the service, so you may be able to file a dispute or chargeback to get your money back.

2. File a complaint with the CFPB ( Consumer Financial Protection Bureau ) at consumerfinance.gov. They handle international money transfer complaints, and companies tend to respond quickly once a regulator is involved. 
XXXX. Keep all records screenshots of the next few days status, your debit confirmation, and every unanswered support email. Youll need them for any dispute.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,TClub Inc,VA,20148,None,Web,2026-06-02T00:33:53.000Z,Closed with explanation,No,22788736
2026-06-01T23:52:47.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"This is a follow-up to CFPB complaint XXXX filed XX/XX/year>. On XX/XX/year>, my Coinbase account was compromised via session token hijacking resulting in approximately {$110000.00} in unauthorized transactions including the unstaking of XXXX XXXX  valued at {$100000.00} and multiple XXXX token purchases. Activity originated from IP addresses in XXXXXXXX XXXX and XXXXXXXX XXXX XXXX  neither associated with my California location. 

Coinbase confirmed the incident as an account takeover in their XX/XX/year> investigation email, which documented the full transaction list. Their XX/XX/year> communication explicitly stated that 'no verification steps were required ' for the attacker to execute the unauthorized transactions. 

On approximately XX/XX/year>, Coinbase issued a formal denial claiming 'no funds were removed ' from my account directly contradicting their own XX/XX/XXXX documentation. The denial also reversed their earlier characterization of the device as unrecognized, now claiming it had prior history on the account. These are contradictory statements that can not both be true. 

I formally disputed the denial on XX/XX/year> identifying these contradictions in writing. Coinbase has not responded in 10 days. My Coinbase XXXX account protection benefit which covers unauthorized transfers has been raised in writing multiple times and has never been addressed in any response. My account has remained restricted since XX/XX/year>, preventing access to remaining funds for over 50 days. 

I am requesting the CFPB review this denial and Coinbase 's contradictory communications in connection with complaint XXXX before the XX/XX/year> deadline.",None,"Coinbase, Inc.",CA,92705,None,Web,2026-06-02T00:06:37.000Z,Closed with monetary relief,Yes,22787990
2026-06-10T07:13:19.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",OK,73013,None,Web,2026-06-10T07:19:50.000Z,Closed with explanation,Yes,23062406
2026-06-02T03:42:50.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Coinbase, Inc.",TX,75219,None,Web,2026-06-02T03:49:55.000Z,Closed with explanation,Yes,22793514
2026-06-10T15:18:19.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,CAPITAL ONE FINANCIAL CORPORATION,FL,32819,None,Web,2026-06-10T15:44:14.000Z,Closed with explanation,Yes,23073066
